,title,price,link
445,HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 250 G8 Laptop,"₹37,490",/hp-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-250-g8-laptop/p/itm100464ffeca40?pid=COMGGD5UBTCAHXZH&lid=LSTCOMGGD5UBTCAHXZHQQZ3SF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_446&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMGGD5UBTCAHXZH.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
446,DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop,"₹44,890",/dell-vostro-core-i3-11th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-10-3400-thin-light-laptop/p/itm5bc6413371cea?pid=COMG666GNPZQ6HGC&lid=LSTCOMG666GNPZQ6HGCDKNWIA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_447&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMG666GNPZQ6HGC.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
447,MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹97,990",/msi-katana-gf66-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-11ue-861in-gaming-laptop/p/itm38e396a4d4d5c?pid=COMGEY8WGQXWHYXU&lid=LSTCOMGEY8WGQXWHYXU1RLJ8X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_448&otracker=search&fm=organic&iid=en_F9mVfehn3kO6hAUbzB5f%2Bnibvm2zzbUXXGLLUxbKPxJoc2q8W2FkgZ48BVLvshp8ytaLM3gMfBSiuNJoW50pIQ%3D%3D&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
448,ASUS ROG Strix SCAR 17 (2022) Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹2,61,990",/asus-rog-strix-scar-17-2022-core-i9-12th-gen-32-gb-2-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-g733zw-ll105ws-gaming-laptop/p/itm697f1fac3ced9?pid=COMGCYCFQVPCNJAF&lid=LSTCOMGCYCFQVPCNJAFX4F7RJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_449&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMGCYCFQVPCNJAF.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
449,ASUS Vivobook Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"₹65,990",/asus-vivobook-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-f571lh-bq436t-laptop/p/itmaf72e6162910e?pid=COMG5QHNA2CNJ8ND&lid=LSTCOMG5QHNA2CNJ8ND9UFSQ6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_450&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMG5QHNA2CNJ8ND.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
450,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX482EAR-K...,"₹94,990",/asus-zenbook-duo-14-2021-touch-panel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-ux482ear-ka501ws-thin-light-laptop/p/itm481fda8ed3f53?pid=COMGBF3SJXG6JGBD&lid=LSTCOMGBF3SJXG6JGBDWV9HCA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_451&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMGBF3SJXG6JGBD.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
451,MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeo...,"₹54,990",/msi-bravo-15-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_452&otracker=search&fm=organic&iid=en_F9mVfehn3kO6hAUbzB5f%2Bnibvm2zzbUXXGLLUxbKPxITBI9%2FyJvzexXaHQS11AIIXMuYJnKnl%2F%2FFpdbROPqHow%3D%3D&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
452,Infinix X1 Series Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/128 MB Graphics) XL12 Thin and ...,"₹46,990",/infinix-x1-series-core-i7-10th-gen-16-gb-512-gb-ssd-windows-11-home-128-mb-graphics-xl12-thin-light-laptop/p/itmfd603d0c283ef?pid=COMGAY7ZGT2FZWRV&lid=LSTCOMGAY7ZGT2FZWRVYY4GFD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_453&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMGAY7ZGT2FZWRV.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
453,ASUS Chromebook Flip Touch Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) C423NA-BZ0522 Chrom...,"₹21,550",/asus-chromebook-flip-touch-celeron-dual-core-4-gb-64-gb-emmc-storage-chrome-os-c423na-bz0522/p/itm2957473bc3d32?pid=COMG49CZDAJFHBZG&lid=LSTCOMG49CZDAJFHBZG2U5YGX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_454&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMG49CZDAJFHBZG.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
454,HP Ryzen 3 Dual Core 3rd Gen - (8 GB/1 TB HDD/Windows 11 Home) 255 G8 Laptop,"₹33,990",/hp-ryzen-3-dual-core-3rd-gen-8-gb-1-tb-hdd-windows-11-home-255-g8-laptop/p/itmf331437e14cac?pid=COMGE8FHUJYHX4HR&lid=LSTCOMGE8FHUJYHX4HRXPCFMR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_455&otracker=search&fm=organic&iid=0499092a-129f-45e6-b96a-421a879d0b59.COMGE8FHUJYHX4HR.SEARCH&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
455,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"₹77,990",/msi-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-gf63-thin-11uc-866in-gaming-laptop/p/itmcdf83d73cd74d?pid=COMGEY8WGGHKT7WZ&lid=LSTCOMGEY8WGGHKT7WZIJXAVP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_19_456&otracker=search&fm=organic&iid=en_F9mVfehn3kO6hAUbzB5f%2Bnibvm2zzbUXXGLLUxbKPxK711n5GGR4qxkgKm8m9ynJMLyHiIYLjxvEKY74gT2gAA%3D%3D&ppt=None&ppn=None&ssid=s04tyqxb9s0000001664602205484&qH=c06ea84a1e3dc3c6
456,ASUS Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3502ZA-L702WS Laptop,"₹95,572",/asus-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3502za-l702ws-laptop/p/itm3f23dafe69bc5?pid=COMGFZU67FT5XYH5&lid=LSTCOMGFZU67FT5XYH595DS1R&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_457&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGFZU67FT5XYH5.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
457,ASUS Zenbook Flip 14 OLED (2022) Touch Panel Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UP540...,"₹1,52,990",/asus-zenbook-flip-14-oled-2022-touch-panel-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-up5401za-kn711ws-2-1-laptop/p/itm0262261802465?pid=COMGGBGRYEWT7EWD&lid=LSTCOMGGBGRYEWT7EWD4UERUH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_458&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGGBGRYEWT7EWD.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
458,DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop,"₹47,890",/dell-inspiron-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm86c520749d787?pid=COMG9QVUPFGPZGZ9&lid=LSTCOMG9QVUPFGPZGZ97GFSXO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_459&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMG9QVUPFGPZGZ9.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
459,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"₹47,990",/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_460&otracker=search&fm=organic&iid=en_A0GM3vtPbkdmAtsmn65uU4hLLycPsA0zs7bcVGSbIBUVEVzoLUGHsc%2FxBdxjpHX3LCKcdjRMK54T7QlPpsdb2g%3D%3D&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
460,Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 81WB018UIN | 81WB01E7IN Thin and Light Lapto...,"₹32,990",/lenovo-core-i3-10th-gen-8-gb-1-tb-hdd-windows-11-home-81wb018uin-81wb01e7in-thin-light-laptop/p/itmc44eabad57a96?pid=COMG9VHHHUJWMFR2&lid=LSTCOMG9VHHHUJWMFR2MQ7DUK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_461&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMG9VHHHUJWMFR2.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
461,HP 15s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light Laptop,"₹60,390",/hp-15s-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-15s-fq2535tu-thin-light-laptop/p/itm0449783fdb797?pid=COMGYSSUKJEKBFDG&lid=LSTCOMGYSSUKJEKBFDGREPLIY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_462&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGYSSUKJEKBFDG.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
462,ASUS Zenbook 14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX3402ZA-K...,"₹1,04,990",/asus-zenbook-14-oled-2022-intel-evo-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-ux3402za-km731ws-thin-light-laptop/p/itm84612fb82dd3a?pid=COMGDGNF3HP9GEZZ&lid=LSTCOMGDGNF3HP9GEZZCGFJI3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_463&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGDGNF3HP9GEZZ.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
463,MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹64,990",/msi-gf63-thin-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-11sc-1046in-gaming-laptop/p/itm4b5beacb857d7?pid=COMGGZ23ZZPQYFJA&lid=LSTCOMGGZ23ZZPQYFJAWNHHWX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_464&otracker=search&fm=organic&iid=en_A0GM3vtPbkdmAtsmn65uU4hLLycPsA0zs7bcVGSbIBWJUg%2BUf5jBg%2B945Xho1VvkRCyyhOVTMgOOlgzk%2FUAE0g%3D%3D&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
464,Infinix X1 Slim Series Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop,"₹39,990",/infinix-x1-slim-series-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl21-thin-light-laptop/p/itm6309d1054ff28?pid=COMGEHP5MQDBZZPG&lid=LSTCOMGEHP5MQDBZZPGMQIPYS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_465&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGEHP5MQDBZZPG.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
465,ASUS Ryzen 7 Octa Core AMD R7-5800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,"₹1,07,990",/asus-ryzen-7-octa-core-amd-r7-5800h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ga401qc-k2188ws-gaming-laptop/p/itm0dd73513897c2?pid=COMGBFFGWUZ9J9TZ&lid=LSTCOMGBFFGWUZ9J9TZUVRGLT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_466&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGBFFGWUZ9J9TZ.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
466,HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s-dq3037tu Thin and Light Laptop,"₹38,985",/hp-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-14s-dq3037tu-thin-light-laptop/p/itm687d34f1795ac?pid=COMGG63HBFDCHDBN&lid=LSTCOMGG63HBFDCHDBNVWOHVP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_467&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGG63HBFDCHDBN.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
467,MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹97,990",/msi-katana-gf66-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-11ue-861in-gaming-laptop/p/itm38e396a4d4d5c?pid=COMGEY8WGQXWHYXU&lid=LSTCOMGEY8WGQXWHYXU1RLJ8X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_468&otracker=search&fm=organic&iid=en_A0GM3vtPbkdmAtsmn65uU4hLLycPsA0zs7bcVGSbIBVAH98P0CHOYXzyK1kBFTwJytaLM3gMfBSiuNJoW50pIQ%3D%3D&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
468,HP Victus Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹73,090",/hp-victus-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fb0050ax-gaming-laptop/p/itm5de096d7b3159?pid=COMGGYEBRKPEHQKF&lid=LSTCOMGGYEBRKPEHQKFMMCTBB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_469&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGGYEBRKPEHQKF.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
469,HP 15s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15s-DU1066TU Thin and Light Laptop,"₹40,800",/hp-15s-core-i3-10th-gen-8-gb-1-tb-hdd-windows-10-home-15s-du1066tu-thin-light-laptop/p/itm590da61974293?pid=COMG42P7GJZWUY4Q&lid=LSTCOMG42P7GJZWUY4QIKJ7TG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_470&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMG42P7GJZWUY4Q.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
470,Lenovo Legion 5i Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce ...,"₹91,999",/lenovo-legion-5i-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-4-graphics-nvidia-geforce-gtx-nvidia-geforce-1650ti-4gb-gddr6-gaming-laptop/p/itm2086556b03fa0?pid=COMFUTMDE2ZUQEVZ&lid=LSTCOMFUTMDE2ZUQEVZKACBFT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_471&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMFUTMDE2ZUQEVZ.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
471,MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeo...,"₹54,990",/msi-bravo-15-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_472&otracker=search&fm=organic&iid=en_A0GM3vtPbkdmAtsmn65uU4hLLycPsA0zs7bcVGSbIBVwtI0ziThSTaLq8Ou25TAIXMuYJnKnl%2F%2FFpdbROPqHow%3D%3D&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
472,ASUS Ryzen 7 Dual Core 8th Gen - (8 GB/512 GB SSD/Windows 11 Home) M3400QA-KM501WS Laptop,"₹59,990",/asus-ryzen-7-dual-core-8th-gen-8-gb-512-gb-ssd-windows-11-home-m3400qa-km501ws-laptop/p/itm6454ceca19e0e?pid=COMGFU38SUHVSYDH&lid=LSTCOMGFU38SUHVSYDHWED2DA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_473&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGFU38SUHVSYDH.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
473,ASUS Studiobook Pro Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹2,19,990",/asus-studiobook-pro-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-h7600zm-l901ws-creator-laptop/p/itmaa032eb2a9889?pid=COMGGBGRGFN6EHV5&lid=LSTCOMGGBGRGFN6EHV5EOAKG4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_474&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGGBGRGFN6EHV5.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
474,ASUS ROG Zephyrus Duo 16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H - (32 GB/2 TB SSD/Windows 1...,"₹2,51,990",/asus-rog-zephyrus-duo-16-2022-90whr-battery-ryzen-7-octa-core-6800h-32-gb-2-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-gx650rmz-ls019ws-gaming-laptop/p/itmcd770a8579dbe?pid=COMGFWCYKAZEG8NU&lid=LSTCOMGFWCYKAZEG8NU4SR27N&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_475&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGFWCYKAZEG8NU.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
475,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"₹77,990",/msi-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-gf63-thin-11uc-866in-gaming-laptop/p/itmcdf83d73cd74d?pid=COMGEY8WGGHKT7WZ&lid=LSTCOMGEY8WGGHKT7WZIJXAVP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_476&otracker=search&fm=organic&iid=en_A0GM3vtPbkdmAtsmn65uU4hLLycPsA0zs7bcVGSbIBXHJ0oN9BD70vXcfInozd%2F%2BMLyHiIYLjxvEKY74gT2gAA%3D%3D&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
476,ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home...,"₹2,49,990",/asus-rog-flow-x16-2022-90whr-battery-ryzen-7-octa-core-6800hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-amd-radeon-680m-gv601rm-m5053ws-2-1-gaming-laptop/p/itm37de290b0290e?pid=COMGGJZFPKNZXZFG&lid=LSTCOMGGJZFPKNZXZFGN0XXUT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_477&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGGJZFPKNZXZFG.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
477,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB301WS Thin...,"₹44,990",/asus-vivobook-ultra-14-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k413ea-eb301ws-thin-light-laptop/p/itm4584a71f8f173?pid=COMGCXD7CZ2W9ZQC&lid=LSTCOMGCXD7CZ2W9ZQCHTKS1V&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_478&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGCXD7CZ2W9ZQC.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
478,ASUS ZenBook Duo 14 (2021) Touch Panel Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/2 GB Graphic...,"₹1,34,990",/asus-zenbook-duo-14-2021-touch-panel-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-2-gb-graphics-ux482egr-ka711ws-thin-light-laptop/p/itm8e160bcf1f3fb?pid=COMGBF3SRH8GACGC&lid=LSTCOMGBF3SRH8GACGCOXOGIO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_479&otracker=search&fm=organic&iid=e4dd1079-fafb-4791-ad2e-ea77b663c534.COMGBF3SRH8GACGC.SEARCH&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
479,MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...,"₹1,11,990",/msi-alpha-15-amd-advantage-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-6600m-144-hz-b5eek-235in-gaming-laptop/p/itm32321e9be1e31?pid=COMGGZ234HN7DARE&lid=LSTCOMGGZ234HN7DAREXRH2PL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_20_480&otracker=search&fm=organic&iid=en_A0GM3vtPbkdmAtsmn65uU4hLLycPsA0zs7bcVGSbIBXbqjaNSYgeLSR9xQoAIL2wrAtDI70dooZR42hYuBI6MA%3D%3D&ppt=None&ppn=None&ssid=7n18qxiww00000001664602206281&qH=c06ea84a1e3dc3c6
480,ASUS VivoBook 14 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK296T Thin and Light Lapt...,"₹53,690",/asus-vivobook-14-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-x412fa-ek296t-thin-light-laptop/p/itm6980192c81cb9?pid=COMFVW9TT7UQYTYV&lid=LSTCOMFVW9TT7UQYTYVTAFVC7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_21_481&otracker=search&fm=organic&iid=5ea7b85c-31d0-4793-8baf-9b2ec59509d6.COMFVW9TT7UQYTYV.SEARCH&ppt=None&ppn=None&ssid=yuk5rr8x1c0000001664602207108&qH=c06ea84a1e3dc3c6
481,DELL Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop,"₹44,990",/dell-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-11-home-vostro-3400-thin-light-laptop/p/itm1a1c74972217e?pid=COMGF478HRQ4B9YJ&lid=LSTCOMGF478HRQ4B9YJA43CMW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_21_482&otracker=search&fm=organic&iid=5ea7b85c-31d0-4793-8baf-9b2ec59509d6.COMGF478HRQ4B9YJ.SEARCH&ppt=None&ppn=None&ssid=yuk5rr8x1c0000001664602207108&qH=c06ea84a1e3dc3c6
