,title,price,link
168,DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,"₹43,790",/dell-inspiron-core-i3-10th-gen-8-gb-256-gb-ssd-windows-10-3511-thin-light-laptop/p/itm6e3024850935c?pid=COMG6D9UBWS3PB2J&lid=LSTCOMG6D9UBWS3PB2JH6FG2A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_169&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMG6D9UBWS3PB2J.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
169,HP 15-ec1105AX Ryzen 5 Hexa Core AMD R5-4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,"₹59,890",/hp-15-ec1105ax-ryzen-5-hexa-core-amd-r5-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-gaming-laptop/p/itmf3409b87e17f7?pid=COMG3X8QGJMNXG3R&lid=LSTCOMG3X8QGJMNXG3RIEPJJD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_170&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMG3X8QGJMNXG3R.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
170,DELL Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5625 Laptop,"₹61,490",/dell-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-vostro-5625-laptop/p/itma8db282944d83?pid=COMGFHHCGEBXA6WH&lid=LSTCOMGFHHCGEBXA6WHFPJ7NB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_171&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGFHHCGEBXA6WH.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
171,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹59,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_172&otracker=search&fm=organic&iid=en_WQgfcRuqwg44ShLMp1yVn4cOE%2FVB%2BTkTFQul6a2aN7FS9mKnInbe8YVDm5ILX1sPx9j1msnR6hEAKyvOD5ISFw%3D%3D&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
172,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 ...,"₹2,11,990",/asus-rog-zephyrus-g15-2022-90whr-battery-ryzen-9-octa-core-6900hs-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3080-165-hz-ga503rs-hq027ws-gaming-laptop/p/itm208a59681d6d7?pid=COMGFWCYGHFSZTYA&lid=LSTCOMGFWCYGHFSZTYAEXV4D0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_173&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGFWCYGHFSZTYA.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
173,ASUS Vivobook 16X Ryzen 5 Hexa Core R5-5600H - (16 GB/512 GB SSD/Windows 11 Home) M1603QA-MB511WS Lapt...,"₹59,990",/asus-vivobook-16x-ryzen-5-hexa-core-r5-5600h-16-gb-512-gb-ssd-windows-11-home-m1603qa-mb511ws-laptop/p/itm2b26182c33ac7?pid=COMGHFCKYYXJZE3G&lid=LSTCOMGHFCKYYXJZE3GHIRDLR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_174&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGHFCKYYXJZE3G.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
174,DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3401 Thin and Light Laptop,"₹35,990",/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-3401-thin-light-laptop/p/itm565fbd5252d5c?pid=COMG36KGCDP4HHVT&lid=LSTCOMG36KGCDP4HHVT2GS3LJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_175&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMG36KGCDP4HHVT.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
175,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"₹47,990",/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_176&otracker=search&fm=organic&iid=en_WQgfcRuqwg44ShLMp1yVn4cOE%2FVB%2BTkTFQul6a2aN7E%2B9rYaKzQz8MCj9MzcKbTOLCKcdjRMK54T7QlPpsdb2g%3D%3D&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
176,DELL Vostro Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) vostro 3510 icl Thin and Light Laptop,"₹43,090",/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3510-icl-thin-light-laptop/p/itmeab0124b49873?pid=COMGBP5FDEBNMTGG&lid=LSTCOMGBP5FDEBNMTGGQNYFZH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_177&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGBP5FDEBNMTGG.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
177,Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹64,990",/lenovo-ideapad-5-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itm1640f330627db?pid=COMG72M9CB5JYAKM&lid=LSTCOMG72M9CB5JYAKMZMG9WH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_178&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMG72M9CB5JYAKM.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
178,APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXY3HN/A,"₹1,19,900",/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxy3hn-a/p/itmacb15404dd528?pid=COMGFB2GWHPVFMJW&lid=LSTCOMGFB2GWHPVFMJWKVXDUX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_179&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGFB2GWHPVFMJW.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
179,MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹64,990",/msi-gf63-thin-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-11sc-1046in-gaming-laptop/p/itm4b5beacb857d7?pid=COMGGZ23ZZPQYFJA&lid=LSTCOMGGZ23ZZPQYFJAWNHHWX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_180&otracker=search&fm=organic&iid=en_WQgfcRuqwg44ShLMp1yVn4cOE%2FVB%2BTkTFQul6a2aN7Hy4nca2mhWGXsOGK3p5CDQRCyyhOVTMgOOlgzk%2FUAE0g%3D%3D&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
180,ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L51...,"₹64,990",/asus-vivobook-k15-oled-ryzen-5-hexa-core-amd-r5-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l513ws-thin-light-laptop/p/itm17fc91defb5f1?pid=COMGB6DZ2CWGEPPU&lid=LSTCOMGB6DZ2CWGEPPUWBHR1I&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_181&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGB6DZ2CWGEPPU.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
181,Infinix INBook X1 Neo Series Celeron Quad Core - (4 GB/128 GB SSD/Windows 11 Home) XL22 Thin and Light...,"₹22,990",/infinix-inbook-x1-neo-series-celeron-quad-core-4-gb-128-gb-ssd-windows-11-home-xl22-thin-light-laptop/p/itm0b6ac42ec92e4?pid=COMGG3S9HPZAGCGN&lid=LSTCOMGG3S9HPZAGCGNQONNU0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_182&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGG3S9HPZAGCGN.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
182,DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Notebook,"₹45,790",/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-256-gb-ssd-windows-10-3505-notebook/p/itmbe362a8b7189a?pid=COMG3FHBRNDVGZVU&lid=LSTCOMG3FHBRNDVGZVUBT5LTX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_183&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMG3FHBRNDVGZVU.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
183,MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹97,990",/msi-katana-gf66-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-11ue-861in-gaming-laptop/p/itm38e396a4d4d5c?pid=COMGEY8WGQXWHYXU&lid=LSTCOMGEY8WGQXWHYXU1RLJ8X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_184&otracker=search&fm=organic&iid=en_WQgfcRuqwg44ShLMp1yVn4cOE%2FVB%2BTkTFQul6a2aN7GK4%2Buc%2Fx%2F90%2BKx%2F54dmLhEytaLM3gMfBSiuNJoW50pIQ%3D%3D&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
184,DELL Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop,"₹41,690",/dell-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-vostro-3425-thin-light-laptop/p/itmd0337f7f60741?pid=COMGF478YE3YYPC6&lid=LSTCOMGF478YE3YYPC6HKHQLK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_185&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGF478YE3YYPC6.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
185,Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL6 Thin and Light Laptop,"₹34,990",/lenovo-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14itl6-thin-light-laptop/p/itm16e2c83bcc665?pid=COMGHMH6GVJ79VCH&lid=LSTCOMGHMH6GVJ79VCHBBOVIV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_186&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGHMH6GVJ79VCH.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
186,APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A,"₹1,32,990",/apple-2020-macbook-pro-m1-8-gb-512-gb-ssd-mac-os-big-sur-myd92hn-a/p/itmbe44ce71a4225?pid=COMFXEKMBJNDSE6N&lid=LSTCOMFXEKMBJNDSE6NSZTMA0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_187&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMFXEKMBJNDSE6N.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
187,MSI Bravo 15 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeo...,"₹54,990",/msi-bravo-15-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx-5500m-144-hz-b5dd-410in-gaming-laptop/p/itm12cedc4da03bc?pid=COMGGHMQVWN6JJGC&lid=LSTCOMGGHMQVWN6JJGCTAUNJV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_188&otracker=search&fm=organic&iid=en_WQgfcRuqwg44ShLMp1yVn4cOE%2FVB%2BTkTFQul6a2aN7F5KeYmcvHUq9L4m3j8pYjIXMuYJnKnl%2F%2FFpdbROPqHow%3D%3D&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
188,ASUS Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3502ZA-L502WS Laptop,"₹73,990",/asus-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3502za-l502ws-laptop/p/itmb5b5c00ecd235?pid=COMGFCG9G4JYZXEG&lid=LSTCOMGFCG9G4JYZXEGIJWHY3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_189&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGFCG9G4JYZXEG.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
189,ASUS VivoBook 15 (2021) Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) X515EA-BR391W Thin and Ligh...,"₹32,990",/asus-vivobook-15-2021-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-x515ea-br391w-thin-light-laptop/p/itm92f1653c321b9?pid=COMGB6DZXZXK3FZP&lid=LSTCOMGB6DZXZXK3FZPVZ1MNI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_190&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGB6DZXZXK3FZP.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
190,HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop,"₹38,499",/hp-ryzen-3-quad-core-5300u-8-gb-512-gb-ssd-windows-11-home-15s-eq2143au-thin-light-laptop/p/itm833bca55e158b?pid=COMGAX8EEYFKCESS&lid=LSTCOMGAX8EEYFKCESS83R2QP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_191&otracker=search&fm=organic&iid=9490f302-8aba-4c0f-9726-739f8a2723d5.COMGAX8EEYFKCESS.SEARCH&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
191,MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) ...,"₹77,990",/msi-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-gf63-thin-11uc-866in-gaming-laptop/p/itmcdf83d73cd74d?pid=COMGEY8WGGHKT7WZ&lid=LSTCOMGEY8WGGHKT7WZIJXAVP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_8_192&otracker=search&fm=organic&iid=en_WQgfcRuqwg44ShLMp1yVn4cOE%2FVB%2BTkTFQul6a2aN7FGUhDGirwTENSgbqVhsZwZMLyHiIYLjxvEKY74gT2gAA%3D%3D&ppt=None&ppn=None&ssid=qrzamsr9xc0000001664602194700&qH=c06ea84a1e3dc3c6
192,ASUS VivoBook 14 (2022) Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EB311WS Thin and ...,"₹47,990",/asus-vivobook-14-2022-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-x1402za-eb311ws-thin-light-laptop/p/itm3a740df68f917?pid=COMGCG2GEQJHJEGH&lid=LSTCOMGCG2GEQJHJEGHTMSCZJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_193&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGCG2GEQJHJEGH.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
193,DELL Inspiron Ryzen 3 Quad Core 5425U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3525 Thin and Light...,"₹43,590",/dell-inspiron-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-3525-thin-light-laptop/p/itm6fafc451e8a8b?pid=COMGF3B75NKJGJNF&lid=LSTCOMGF3B75NKJGJNFMGFUTD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_194&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGF3B75NKJGJNF.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
194,HP Pavilion Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15-EG2019TX Thin and L...,"₹75,990",/hp-pavilion-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-2-graphics-15-eg2019tx-thin-light-laptop/p/itm74b5b6461da28?pid=COMGE2G5GVEZHPQP&lid=LSTCOMGE2G5GVEZHPQPZWOQ1U&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_195&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGE2G5GVEZHPQP.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
195,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ALC6 Thin and Light Lap...,"₹47,990",/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_196&otracker=search&fm=organic&iid=en_4gci9dLp9ntMjkHLQIxCtnrAFCcwoEa9XVQ4PeRVepyjPxNWUVBwIm4kAumILvEILCKcdjRMK54T7QlPpsdb2g%3D%3D&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
196,ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,23,990",/asus-tuf-gaming-f17-2022-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-144-hz-fx777ze-hx052ws-laptop/p/itm9daea159f964f?pid=COMGE73K67XVZMF8&lid=LSTCOMGE73K67XVZMF8KKFOXH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_197&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGE73K67XVZMF8.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
197,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,"₹69,990",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-120-hz-15ach6-laptop/p/itme0771e1bca2f6?pid=COMGEMAYHVZFF6CZ&lid=LSTCOMGEMAYHVZFF6CZQQJRU4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_198&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGEMAYHVZFF6CZ.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
198,DELL Inspiron Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,"₹44,500",/dell-inspiron-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itma07f53e68b4af?pid=COMGF478WJG7FDQQ&lid=LSTCOMGF478WJG7FDQQENSZRA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_199&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGF478WJG7FDQQ.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
199,MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹64,990",/msi-gf63-thin-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-11sc-1046in-gaming-laptop/p/itm4b5beacb857d7?pid=COMGGZ23ZZPQYFJA&lid=LSTCOMGGZ23ZZPQYFJAWNHHWX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_200&otracker=search&fm=organic&iid=en_4gci9dLp9ntMjkHLQIxCtnrAFCcwoEa9XVQ4PeRVepyubMQbA68v%2BI73eg6MgOEgRCyyhOVTMgOOlgzk%2FUAE0g%3D%3D&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
200,MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,29,990",/msi-gp66-leopard-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-144-hz-11ug-693in-gaming-laptop/p/itmfcd34d91873d9?pid=COMGEY8WF6HDUVSF&lid=LSTCOMGEY8WF6HDUVSFIE9BYK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_201&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGEY8WF6HDUVSF.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
201,DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 7420 Thin and Light Laptop,"₹78,999",/dell-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-inspiron-7420-thin-light-laptop/p/itm2b78c75765514?pid=COMGFRHGEBGTUX96&lid=LSTCOMGFRHGEBGTUX96UH9SH9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_202&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGFRHGEBGTUX96.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
202,ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹2,29,990",/asus-rog-strix-scar-15-2022-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-240-hz-g533zw-ln136ws-gaming-laptop/p/itmd6e8ba35232e4?pid=COMGCZUJVKGPCCYE&lid=LSTCOMGCZUJVKGPCCYEPSSUDZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_203&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGCZUJVKGPCCYE.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
203,MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX ...,"₹97,990",/msi-katana-gf66-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-11ue-861in-gaming-laptop/p/itm38e396a4d4d5c?pid=COMGEY8WGQXWHYXU&lid=LSTCOMGEY8WGQXWHYXU1RLJ8X&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_204&otracker=search&fm=organic&iid=en_4gci9dLp9ntMjkHLQIxCtnrAFCcwoEa9XVQ4PeRVepzXnr9kTRmyXTj8qkgldXV0ytaLM3gMfBSiuNJoW50pIQ%3D%3D&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
204,acer Aspire 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) A315-58 Notebook,"₹37,990",/acer-aspire-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-a315-58-notebook/p/itmafb83b51ed7df?pid=COMGF33NVVBW5YMB&lid=LSTCOMGF33NVVBW5YMBIGHBS7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_9_205&otracker=search&fm=organic&iid=a883e189-b8be-448d-8ea2-2fa248100ae9.COMGF33NVVBW5YMB.SEARCH&ppt=None&ppn=None&ssid=8c3xlxtstc0000001664602195969&qH=c06ea84a1e3dc3c6
